	score-min	score-med	score-max	score-std	unique_rate	nevals
86	0.13184112486416294	0.14473679646789933	inf	0.13480000727501115	0.52	150
87	0.13184112486416294	0.14473562286112213	inf	0.16736316870048934	0.445	146
88	0.13184112486416294	0.14473620966454326	inf	0.15205078600401947	0.455	135
89	0.13184112486416294	0.6271356460602263	inf	0.19646006586094303	0.47	149
90	0.13184112486416294	0.14473679655385058	inf	0.17601745966359694	0.47	139
91	0.13184112486416294	0.15755997930647478	inf	0.16159047795001413	0.465	144
92	0.13184112486416294	0.14192296873376087	inf	0.16346693855611116	0.45	150
93	0.13184112486416294	0.13329785064744248	inf	0.15869438962244897	0.435	148
94	0.13184112486416294	0.6010869786171957	inf	0.18690716823240155	0.47	156
95	0.13184112486416294	0.6803555180701553	inf	0.2043750318716194	0.505	163
96	0.13184112486416294	0.34969560951531475	inf	0.19507646318484695	0.43	151
97	0.13184112486416294	0.227904492809284	inf	0.17265561653434042	0.455	148
98	0.13184112486416294	0.2090946396144993	inf	0.16263578134859935	0.47	158
99	0.13184112486416294	0.14473562286112213	inf	0.17720355428137302	0.465	142
100	0.13184112486416294	0.14473679646796442	inf	0.14572001218363262	0.475	148
