	score-min	score-med	score-max	score-std	unique_rate	nevals
50	1.250131147366951	1.5261158224012994	inf	0.7755946711694964	0.56	158
51	1.250131147366951	1.981986945448695	inf	0.7656226531826782	0.525	150
52	1.250131147366951	1.256967847226009	inf	0.7771360697207234	0.52	137
53	1.250131147366951	2.7540700331773014	inf	0.7820344432972326	0.525	141
54	1.250131147366951	3.578315403039418	inf	0.911694825174401	0.61	163
55	1.250131147366951	1.3386718199857546	inf	0.8578699448812742	0.575	143
56	1.250131147366951	1.960371376793199	inf	0.8003786737469014	0.61	155
57	1.250131147366951	1.6539346281980294	inf	0.7964369705647227	0.57	146
58	1.250131147366951	1.3386718199259509	inf	0.7710116863499576	0.57	153
59	1.250131147366951	1.256333115467812	inf	0.684397840086421	0.535	131
60	1.250131147366951	1.3386718221501273	inf	0.5984085919473673	0.535	148
61	1.250131147366951	1.4300747145969512	inf	0.8107544822632113	0.56	145
62	1.250131147366951	1.9953018642015734	inf	0.7584106911807302	0.575	155
63	1.250131147366951	3.5783152147082804	inf	0.7482781716635902	0.535	156
64	1.250131147366951	3.5775101739390034	inf	0.9218890813150431	0.635	165
65	1.250131147366951	1.3430991276462605	inf	0.5910829555143733	0.53	149
66	1.250131147366951	1.8531194582419044	inf	0.6729419922942349	0.55	149
67	1.250131147366951	1.995301864201561	inf	0.7553681562531712	0.555	153
68	1.250131147366951	1.4296296218634086	inf	0.7429895589239432	0.53	155
69	1.250131147366951	1.2538463623218412	inf	0.7246786427860659	0.52	143
70	1.250131147366951	1.2601704856848275	inf	0.8770245432004403	0.51	148
71	1.250131147366951	3.5783152479605644	inf	0.9289687719179388	0.52	159
72	1.250131147366951	3.578315308423081	inf	0.8117628648541177	0.575	153
73	1.250131147366951	2.0212740026365257	inf	0.8117776189678851	0.475	149
74	1.250131147366951	2.008616784263743	inf	0.8984176851978922	0.515	150
75	1.250131147366951	1.2606064638100216	inf	0.7969283049225812	0.525	148
76	1.2483008462234704	1.7650471938860606	inf	0.8257801275720892	0.53	164
77	1.2483008462234704	3.5783152221752896	inf	0.8408632227749958	0.545	151
78	1.2483008462234704	1.3386718223122394	inf	0.8610247369020825	0.53	146
79	1.2483008462234704	1.4296296196930744	inf	0.6284272023038467	0.54	143
80	1.2483008462234704	2.008616783133184	inf	0.763211824064841	0.65	149
81	1.2483008462234704	3.5783151968705393	inf	0.8645382967234752	0.635	161
82	1.2483008462234704	inf	inf	0.8299905520173412	0.64	162
83	1.2483008462234704	3.5783152667112073	inf	0.7544465432021438	0.635	166
84	1.2483008462234704	3.5783153620524097	inf	0.7468824392893504	0.625	159
85	1.2483008462234704	3.578315183388911	inf	0.8658919000155586	0.555	149
86	1.2483008462234704	3.578315203916305	inf	0.9295082561307211	0.61	157
87	1.2483008462234704	3.57831524319156	inf	0.8571525430751499	0.555	144
88	1.2483008462234704	3.578315230670588	inf	0.8001321383998438	0.54	158
89	1.2483008462234704	3.578315245373478	inf	0.7135160995937199	0.585	151
90	1.2483008462234704	3.5783152834314276	inf	0.901875521169704	0.585	158
91	1.2483008462234704	1.3403736630648049	inf	0.8857707365259676	0.49	147
92	1.2483008462234704	1.2483008462240348	inf	0.6782004134527224	0.47	141
93	1.2483008462234704	inf	inf	0.6721174028080343	0.565	154
94	1.2483008462234704	3.5783152577878656	inf	0.9138045537741376	0.575	161
95	1.2483008462234704	1.256647794659643	inf	0.7882691746982513	0.53	155
96	1.2483008462234704	3.5783152489871894	inf	0.7087994897952259	0.505	146
97	1.2483008462234704	1.250164246645885	inf	0.792598295563026	0.47	148
98	1.2311457781726405	3.5783152685669624	inf	0.7580004604719978	0.55	153
99	1.2311457781726405	3.5783152788467336	inf	0.8198412143061226	0.57	156
100	1.2311457781726405	3.578315255202437	inf	0.7857467224370477	0.545	154
